Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF10-N1,Intensity DCAF10-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P31948;F5H783;F5GXD8;H0YGI8,P31948;F5H783,20;11;8;3,20;11;8;3,20;11;8;3,Stress-induced-phosphoprotein 1,STIP1,sp|P31948|STIP1_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1;tr|F5H783|F5H783_HUMAN Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1,20,20,39.0,24.2874305756535,24.8038063429666,29.0412947713121,29.1480234344689
Q8IX01;M0R2Z9;M0R3F6;M0R065;M0R216;M0R2Y3,Q8IX01;M0R2Z9;M0R3F6,20;20;16;4;4;1,20;20;16;4;4;1,20;20;16;4;4;1,SURP and G-patch domain-containing protein 2,SUGP2,sp|Q8IX01|SUGP2_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2;tr|M0R2Z9|M0R2Z9_HUMAN SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1;tr|M0R3F6|M0R3F6_HUMAN SURP and G-p,20,20,26.7,4.03754943657932,3.97963032888006,28.1950255778191,28.3046947270831
Q9C0B7,Q9C0B7,20,20,20,Transport and Golgi organization protein 6 homolog,TANGO6,sp|Q9C0B7|TNG6_HUMAN Transport and Golgi organization protein 6 homolog OS=Homo sapiens OX=9606 GN=TANGO6 PE=1 SV=2,20,20,24.0,4.03754943657932,3.97963032888006,28.8803737997102,28.350517453218
Q9UBB9;F6UKU9;F6SQZ1;F6XM96;H0Y4U8,Q9UBB9,20;1;1;1;1,20;1;1;1;1,20;1;1;1;1,Tuftelin-interacting protein 11,TFIP11,sp|Q9UBB9|TFP11_HUMAN Tuftelin-interacting protein 11 OS=Homo sapiens OX=9606 GN=TFIP11 PE=1 SV=1,20,20,31.8,4.03754943657932,3.97963032888006,28.2516018832482,27.7530874666385
Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,20;14,20;14,20;14,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,20,20,36.8,4.03754943657932,3.97963032888006,29.4896831079226,29.5472165961692
Q13263;M0R0K9;M0R3C0;M0R2I3,Q13263;M0R0K9,20;11;3;2,20;11;3;2,20;11;3;2,Transcription intermediary factor 1-beta,TRIM28,sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5;tr|M0R0K9|M0R0K9_HUMAN Transcription intermediary factor 1-beta (Fragment) OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=1,20,20,36.9,4.03754943657932,3.97963032888006,30.3099718129782,30.1086143036992
Q9NW82;D6RIW8,Q9NW82;D6RIW8,20;13,20;13,20;13,WD repeat-containing protein 70,WDR70,sp|Q9NW82|WDR70_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1;tr|D6RIW8|D6RIW8_HUMAN WD repeat-containing protein 70 OS=Homo sapiens OX=9606 GN=WDR70 PE=1 SV=1,20,20,40.2,4.03754943657932,3.97963032888006,29.4276433806527,29.0499905936374
P15924,P15924,21,21,21,Desmoplakin,DSP,sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,21,21,8.1,27.2832145645492,26.3614690276973,23.7176421209027,24.0414954029836
Q8N3D4;E9PIH6;A0A0U1RQH4;H0YDZ9;C9JEP1,Q8N3D4,24;10;7;5;1,21;8;5;4;0,21;8;5;4;0,EH domain-binding protein 1-like protein 1,EHBP1L1,sp|Q8N3D4|EH1L1_HUMAN EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2,24,21,22.8,4.03754943657932,3.97963032888006,28.8079934260326,28.3774938679034
Q14152,Q14152,21,21,21,Eukaryotic translation initiation factor 3 subunit A,EIF3A,sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,21,21,18.6,4.03754943657932,3.97963032888006,28.5942013442781,28.1932404127735
P42566;B1AUU8;S4R3U1,P42566;B1AUU8,21;18;3,21;18;3,21;18;3,Epidermal growth factor receptor substrate 15,EPS15,sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;tr|B1AUU8|B1AUU8_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=1,21,21,32.5,4.03754943657932,3.97963032888006,28.9669175490796,28.7415938686569
Q14C86;F8W9S7;C9IZ08;B0QZ65;B4DGD8;H0Y7I9;H0Y4E7;A0A0A0MQV8;C9IZX9,Q14C86;F8W9S7;C9IZ08,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,21;20;11;9;9;8;7;6;2,GTPase-activating protein and VPS9 domain-containing protein 1,GAPVD1,sp|Q14C86|GAPD1_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2;tr|F8W9S7|F8W9S7_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV,21,21,17.8,4.03754943657932,3.97963032888006,29.0243521329882,28.5019555989933
P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;A8K7Q2;E9PPY6;E9PI65;P54652;E9PN25;E9PS65;E9PM13,P11142;E9PKE3;E9PN89;E9PNE6;E9PLF4,24;23;18;15;12;11;11;11;10;9;9;7;7;2;1,24;23;18;15;12;11;11;11;10;9;9;7;7;2;1,21;20;16;13;10;10;10;10;9;8;7;4;6;2;1,Heat shock cognate 71 kDa protein,HSPA8,sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PKE3|E9PKE3_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein,24,21,43.0,28.0358003783056,28.2245343240418,31.2988741040949,31.1750996113414
Q7Z6Z7;H0Y659;A0A087X1S3;A0A087X146,Q7Z6Z7,21;7;2;1,21;7;2;1,21;7;2;1,E3 ubiquitin-protein ligase HUWE1,HUWE1,sp|Q7Z6Z7|HUWE1_HUMAN E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,21,21,6.6,4.03754943657932,3.97963032888006,28.1262269429081,27.8974105606338
O60502;H7C3X0,O60502,21;5,21;5,21;5,Protein O-GlcNAcase,MGEA5,sp|O60502|OGA_HUMAN Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2,21,21,31.9,23.9220624204651,24.1749329950178,28.8384591649327,29.1001153392621
P09874;Q5VX84;Q5VX85,P09874,21;1;1,21;1;1,21;1;1,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4,21,21,27.3,23.8901322217759,24.0253822427269,27.9131358512272,27.8524573109737
P54136;E5RJM9;E5RH09,P54136,21;3;2,21;3;2,21;3;2,"Arginine--tRNA ligase, cytoplasmic",RARS,"sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=RARS1 PE=1 SV=2",21,21,39.2,22.7190846174592,23.0520034589515,28.7554134438859,28.5329308148093
Q9Y265;E7ETR0;H7C4G5;H7C4I3;J3QLR1,Q9Y265;E7ETR0,21;15;8;5;3,21;15;8;5;3,21;15;8;5;3,RuvB-like 1,RUVBL1,sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1;tr|E7ETR0|E7ETR0_HUMAN RuvB-like helicase OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1,21,21,57.5,22.1942121923302,23.9385846198866,30.3740974380567,30.3961143196581
Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,21;21,21;21,21;21,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,21,21,23.8,4.03754943657932,3.97963032888006,30.2689674718509,30.2258446842911
Q9HCS7,Q9HCS7,21,21,21,Pre-mRNA-splicing factor SYF1,XAB2,sp|Q9HCS7|SYF1_HUMAN Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2,21,21,33.9,4.03754943657932,3.97963032888006,28.8994864641644,28.5065026271022
O75152;E9PQ61;E9PBY7;A0A1W2PPR9,O75152;E9PQ61;E9PBY7,25;21;16;7,25;21;16;7,21;19;14;5,Zinc finger CCCH domain-containing protein 11A,ZC3H11A,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3;tr|E9PQ61|E9PQ61_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=1;tr|E9PBY7|E9PBY7_HUMAN Zinc,25,21,36.9,4.03754943657932,3.97963032888006,29.6059727232619,29.1794960827678
Q92625;A0A3B3ISP1;A0A3B3ITU5,Q92625;A0A3B3ISP1,22;21;8,22;21;8,22;21;8,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,sp|Q92625|ANS1A_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=4;tr|A0A3B3ISP1|A0A3B3ISP1_HUMAN Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ANKS1A PE=1 SV=1,22,22,28.6,4.03754943657932,3.97963032888006,28.9636418546363,28.9480983175677
O95817;C9JFK9,O95817;C9JFK9,22;12,22;12,22;12,BAG family molecular chaperone regulator 3,BAG3,sp|O95817|BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3;tr|C9JFK9|C9JFK9_HUMAN BAG family molecular chaperone regulator 3 (Fragment) OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=1,22,22,58.8,23.8646690442555,24.9668845539615,29.7584347958611,29.6670230510084
O60566;H0YMK5;H3BTB9,O60566,22;1;1,22;1;1,22;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,22,22,27.3,4.03754943657932,3.97963032888006,28.8203118182224,28.3436302608953
O75165;A0A3B3IRM0,O75165;A0A3B3IRM0,22;12,22;12,22;12,DnaJ homolog subfamily C member 13,DNAJC13,sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5;tr|A0A3B3IRM0|A0A3B3IRM0_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=1,22,22,13.1,21.9933447669109,22.2004431563408,27.7162688417446,27.0885111902331
Q7Z4H7;Q5VY60;Q5SYF9,Q7Z4H7;Q5VY60,22;22;9,22;22;9,22;22;9,HAUS augmin-like complex subunit 6,HAUS6,sp|Q7Z4H7|HAUS6_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=2;tr|Q5VY60|Q5VY60_HUMAN HAUS augmin-like complex subunit 6 OS=Homo sapiens OX=9606 GN=HAUS6 PE=1 SV=1,22,22,30.9,4.03754943657932,3.97963032888006,28.8059659605618,28.5819382285232
A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9;H0Y7E2;H7C3G6;J3KSK7;J3QRL2;K7EJ14;K7EL39;A0A1W2PPU9,A0A494BZV2;Q6WCQ1;J3KSW8;H0Y2S9,22;21;18;14;8;6;3;3;1;1;1,22;21;18;14;8;6;3;3;1;1;1,22;21;18;14;8;6;3;3;1;1;1,Myosin phosphatase Rho-interacting protein,MPRIP,tr|A0A494BZV2|A0A494BZV2_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1;sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|J3KSW8|J3KSW8_HUMAN Myosin p,22,22,12.2,4.03754943657932,3.97963032888006,28.0837012740795,28.2551187838612
Q96HC4;H0Y8Y3;A0A0A0MSP3;H0YBI4;A0A0D9SFR4;H0Y929;D6RAA1;A0A0D9SFW3;D6RGG6,Q96HC4;H0Y8Y3,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,22;13;8;7;4;3;1;1;1,PDZ and LIM domain protein 5,PDLIM5,sp|Q96HC4|PDLI5_HUMAN PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5;tr|H0Y8Y3|H0Y8Y3_HUMAN PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=1,22,22,49.8,22.2611227565877,23.2622703712776,30.2574361498996,30.0805535007117
Q13596;H0YK42;H0YK43;J3KPH4;H0YKD5;H0YKL5;H0YK58,Q13596;H0YK42,24;18;1;1;1;1;1,24;18;1;1;1;1;1,22;16;1;1;1;1;1,Sorting nexin-1,SNX1,sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3;tr|H0YK42|H0YK42_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=1,24,22,47.5,27.4871546845159,27.0579633069443,31.579476643606,31.3854050568818
O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66;C9J1Z6,O43426;A0A0D9SGJ6;J3KQV8;J3KPK1;C9JFZ1;C9JW66,22;22;22;18;18;12;2,22;22;22;18;18;12;2,22;22;22;18;18;12;2,Synaptojanin-1,SYNJ1,sp|O43426|SYNJ1_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=2;tr|A0A0D9SGJ6|A0A0D9SGJ6_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3KQV8|J3KQV8_HUMAN Synaptojanin-1 OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1;tr|J3K,22,22,17.8,4.03754943657932,3.97963032888006,28.0858297412254,27.9579813502622
Q9UGU0;A9JX13;I3L1M7,Q9UGU0,22;2;1,22;2;1,22;2;1,Transcription factor 20,TCF20,sp|Q9UGU0|TCF20_HUMAN Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3,22,22,18.8,23.9277360322256,23.8769889946393,28.5108845069042,28.0939598980811
F8W726;Q14157;Q5VU77;Q5VU79;Q5VU78;Q5VU81;Q5VU80;H0Y5H6;H7C2T8,F8W726;Q14157,22;21;10;6;6;5;5;2;2,22;21;10;6;6;5;5;2;2,22;21;10;6;6;5;5;2;2,Ubiquitin-associated protein 2-like,UBAP2L,tr|F8W726|F8W726_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,22,22,34.0,23.4101521530584,23.8363416589885,31.3834493484076,31.429669813319
Q6PJT7;G3V256;H0YJA2;G3V5I6;A0A3B3IT62;G3V3Y4;G3V3R9;G3V240;G3V572;A0A087WTC9;G3V411;G3V2X4;G3V473;H0YJ87;G3V4R5;H0YJ51,Q6PJT7;G3V256;H0YJA2;G3V5I6,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,22;19;17;13;10;7;6;4;4;4;4;3;3;2;2;1,Zinc finger CCCH domain-containing protein 14,ZC3H14,sp|Q6PJT7|ZC3HE_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|G3V256|G3V256_HUMAN Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1;tr|H0YJA2|H0YJA2_HUMAN Zinc fin,22,22,40.1,4.03754943657932,3.97963032888006,29.0769403364074,28.5272736178121
P49588;H3BPK7,P49588,23;7,23;7,23;7,"Alanine--tRNA ligase, cytoplasmic",AARS,"sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",23,23,29.5,4.03754943657932,3.97963032888006,28.7319184582336,28.5791708983318
Q99459,Q99459,23,23,23,Cell division cycle 5-like protein,CDC5L,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2,23,23,42.3,4.03754943657932,3.97963032888006,29.1641094162909,29.2396800270929
Q9H501;A0A087WX71,Q9H501,23;10,23;10,23;10,ESF1 homolog,ESF1,sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1,23,23,24.7,4.03754943657932,3.97963032888006,28.9259785813498,29.1537113957103
Q96LB3;A0A3B3IT46,Q96LB3,33;12,33;12,23;2,Intraflagellar transport protein 74 homolog,IFT74,sp|Q96LB3|IFT74_HUMAN Intraflagellar transport protein 74 homolog OS=Homo sapiens OX=9606 GN=IFT74 PE=1 SV=1,33,23,64.7,23.2344870952683,23.3516466853035,30.8250976366635,30.8091594634356
Q9Y2H2;A0A3B3IRJ9;A0A3B3ITL0;A0A3B3ISI3;A0A3B3ITR9;A0A3B3ISJ5;A0A0J9YYL5;A0A0J9YWP2;A0A1B0GUS5;A0A0J9YY79;A0A3B3IU10;A0A0J9YVW6;A0A3B3ISG0;A0A3B3IS29;A0A3B3IS98;A0A3B3ISK0,Q9Y2H2;A0A3B3IRJ9;A0A3B3ITL0;A0A3B3ISI3;A0A3B3ITR9,23;23;20;15;12;9;4;4;4;3;2;2;2;2;2;2,23;23;20;15;12;9;4;4;4;3;2;2;2;2;2;2,23;23;20;15;12;9;4;4;4;3;2;2;2;2;2;2,Phosphatidylinositide phosphatase SAC2,INPP5F,sp|Q9Y2H2|SAC2_HUMAN Phosphatidylinositide phosphatase SAC2 OS=Homo sapiens OX=9606 GN=INPP5F PE=1 SV=3;tr|A0A3B3IRJ9|A0A3B3IRJ9_HUMAN Phosphatidylinositide phosphatase SAC2 OS=Homo sapiens OX=9606 GN=INPP5F PE=1 SV=1;tr|A0A3B3ITL0|A0A3B3ITL0_HUMAN Phospha,23,23,25.1,21.7350027779277,21.7615398704491,28.608653919884,28.8222888422531
P14618;B4DNK4;H3BTN5;H3BQ34;H3BR70;H3BUW1;H3BTJ2;H3BT25;H3BU13;P30613;H3BN34;H3BQZ3,P14618;B4DNK4;H3BTN5;H3BQ34;H3BR70,23;20;19;12;12;7;7;6;2;1;1;1,23;20;19;12;12;7;7;6;2;1;1;1,23;20;19;12;12;7;7;6;2;1;1;1,Pyruvate kinase PKM;Pyruvate kinase,PKM,sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4;tr|B4DNK4|B4DNK4_HUMAN Pyruvate kinase OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1;tr|H3BTN5|H3BTN5_HUMAN Pyruvate kinase (Fragment) OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=1;tr|,23,23,59.3,27.5183333126793,28.309299677674,29.7825054758959,29.7644585834889
Q05209;H0YC15;F8WB51;C9J1X8;H3BM04;C9JJC1;C9JYA4,Q05209,23;9;4;3;3;2;1,23;9;4;3;3;2;1,23;9;4;3;3;2;1,Tyrosine-protein phosphatase non-receptor type 12,PTPN12,sp|Q05209|PTN12_HUMAN Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens OX=9606 GN=PTPN12 PE=1 SV=3,23,23,43.1,22.7646812981633,23.18063460318,29.1722645135367,29.0204627872552
Q9P2N5;U3KPZ7,Q9P2N5;U3KPZ7,25;23,25;23,23;21,RNA-binding protein 27,RBM27,sp|Q9P2N5|RBM27_HUMAN RNA-binding protein 27 OS=Homo sapiens OX=9606 GN=RBM27 PE=1 SV=2;tr|U3KPZ7|U3KPZ7_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=1,25,23,25.9,4.03754943657932,3.97963032888006,30.2029148696067,30.0935821797805
Q5VT52,Q5VT52,23,23,23,Regulation of nuclear pre-mRNA domain-containing protein 2,RPRD2,sp|Q5VT52|RPRD2_HUMAN Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,23,23,24.8,29.5987510909589,29.7247816885926,29.5115255622539,29.3112934881725
P08195;F5GZS6;J3KPF3;F5H0E2;H0YFS2;F5H867;F5GZI0;H0YFX4;F5GZR9,P08195;F5GZS6;J3KPF3,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,23;23;23;8;8;5;5;3;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,23,23,45.1,4.03754943657932,3.97963032888006,30.0604650983334,29.7265691935182
Q8N3V7,Q8N3V7,23,23,23,Synaptopodin,SYNPO,sp|Q8N3V7|SYNPO_HUMAN Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2,23,23,36.4,22.9522485519962,23.7977842041718,30.4671355664104,30.150858116173
O75962;E7EWP2;E7EPJ7;F5H228;A0A087X139;A0A1W2PRD7;H7C1X7;H7C0I9,O75962;E7EWP2;E7EPJ7;F5H228,26;24;21;18;3;3;1;1,26;24;21;18;3;3;1;1,23;21;19;15;3;3;0;0,Triple functional domain protein,TRIO,sp|O75962|TRIO_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EWP2|E7EWP2_HUMAN Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2;tr|E7EPJ7|E7EPJ7_HUMAN Triple functional domain protein (Fragm,26,23,11.0,21.6263596353524,21.4440483162438,28.3042595380837,27.9324699720657
Q8WYP5;H7C4S1,Q8WYP5,24;1,24;1,24;1,Protein ELYS,AHCTF1,sp|Q8WYP5|ELYS_HUMAN Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3,24,24,15.1,4.03754943657932,3.97963032888006,28.6864226753826,28.1924410705973
Q9UBC2;M0R165;M0R2S2;M0R1V5;K7EJR2;M0R330;M0QX30;M0R3I1,Q9UBC2;M0R165;M0R2S2,24;23;12;6;4;4;4;4,24;23;12;6;4;4;4;4,24;23;12;6;4;4;4;4,Epidermal growth factor receptor substrate 15-like 1,EPS15L1,sp|Q9UBC2|EP15R_HUMAN Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1;tr|M0R165|M0R165_HUMAN Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1;tr|M0R2S2|M0R2S,24,24,35.6,4.03754943657932,3.97963032888006,29.6147386526765,29.4039954148788
Q9UK61;A0A087X0F1,Q9UK61;A0A087X0F1,24;14,24;14,24;14,Protein FAM208A,FAM208A,sp|Q9UK61|TASOR_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=3;tr|A0A087X0F1|A0A087X0F1_HUMAN Protein TASOR OS=Homo sapiens OX=9606 GN=TASOR PE=1 SV=1,24,24,17.8,4.03754943657932,3.97963032888006,28.6475305595793,28.2746654324569
Q7LBC6;H0Y9V5,Q7LBC6,26;6,26;6,24;6,Lysine-specific demethylase 3B,KDM3B,sp|Q7LBC6|KDM3B_HUMAN Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2,26,24,26.1,4.03754943657932,3.97963032888006,29.4501233784253,29.3108602854425
Q14980;A0A087WY61;H0YFY6;F5H4J1;F5H6Y5;K4DIE0;F5H3L6;F5H763;F5H0Z7;F5H2F3;F5GZW1;F5H1L0;F5H4Y4;F8W6T3;F5H068;F5H073;F5GWK2;F5GWA2;F5H7R5,Q14980;A0A087WY61;H0YFY6,24;24;12;9;7;6;4;4;4;4;4;2;1;1;1;1;1;1;1,24;24;12;9;7;6;4;4;4;4;4;2;1;1;1;1;1;1;1,24;24;12;9;7;6;4;4;4;4;4;2;1;1;1;1;1;1;1,Nuclear mitotic apparatus protein 1,NUMA1,sp|Q14980|NUMA1_HUMAN Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2;tr|A0A087WY61|A0A087WY61_HUMAN Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=1;tr|H0YFY6|H0YFY6_HUMAN Nuclear mitotic appara,24,24,14.6,23.0241481368496,20.8487329573787,27.9735014511663,27.8128661062353
Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3;B1AP52,Q8TEW0;Q5VWV2;Q5VWU8;F5GZI3,24;23;19;16;3,24;23;19;16;3,24;23;19;16;3,Partitioning defective 3 homolog,PARD3,sp|Q8TEW0|PARD3_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=2;tr|Q5VWV2|Q5VWV2_HUMAN Partitioning defective 3 homolog OS=Homo sapiens OX=9606 GN=PARD3 PE=1 SV=1;tr|Q5VWU8|Q5VWU8_HUMAN Partitioning defective 3 homolog OS=,24,24,22.6,21.0813481999001,22.23537155708,28.5908866460426,27.9102218342328
O43395,O43395,24,24,24,U4/U6 small nuclear ribonucleoprotein Prp3,PRPF3,sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2,24,24,44.7,4.03754943657932,3.97963032888006,29.4467953152804,29.5592665943374
