ID,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N1,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N2,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N3,Intensity_L_5_Pulse_SILAC_DCAF9_24H_N4,Intensity_L__Pulse_SILAC_BirA_JR_24H_N1,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N2,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N3,Intensity_L_5_Pulse_SILAC_BirA_JR_24H_N4
protein_2260,27.0118324053277,27.6921989322425,27.4291745040721,26.63684440755,27.0211044348439,26.8612715408892,27.6509599472048,27.6773470710426
protein_2263,25.2896130679007,25.471610078865,25.1516039176921,25.0770900096157,24.5984628469771,25.2105444511504,25.0679864370578,25.7046593457099
protein_2267,26.8514029991994,27.2457942622798,27.0904905982718,26.7515193908478,26.888376028932,26.3097209540025,26.3281581575613,26.2754397268952
protein_2270,26.8370091780028,25.8543483865581,25.9430405024335,25.8266485628718,26.2023665184801,25.6445341110865,26.8269538284903,26.502857587782
protein_2276,27.7920293789285,27.2185394337276,27.6670090316174,27.496631903828,27.9507555548341,27.5639845387951,27.9702812782515,28.377342597998
protein_2278,29.2824223090355,29.3308226427818,27.2684108673562,29.1412005573552,29.5756653165785,29.5911943731528,29.5303100834283,26.8514436785247
protein_2279,26.742263329019,26.1740791736675,27.3302016987915,27.3722106822659,27.0902075066845,27.2243911671672,27.5613118761835,28.0419810250778
protein_2283,24.6998744443579,25.8552426274483,25.8000497856142,25.752341186084,25.2749751915807,25.4952872460357,24.1406003043952,24.1262867083251
protein_2285,25.8402708820846,23.4646805720354,24.0698845261408,23.1254697428197,4.6722463010592,4.64169280790143,4.67720231109215,4.70373310701696
protein_2288,28.8160041658393,28.6136655296958,28.8124679856018,28.6181327163952,28.8344707451004,28.3385332788159,28.7842031241292,29.4227791849811
protein_2292,25.6230095688513,24.9518170564873,26.0804193821167,25.8591797408532,26.0587321102594,26.0479232175683,24.4534153496431,26.3538867515075
protein_2295,26.0325318677131,26.6506363242155,26.4748331613227,26.308731851957,26.1232547522853,25.4184553290815,25.9265732155961,26.8902331049127
protein_2298,26.3955057336972,27.476822429414,26.7338984943433,26.1905062102151,25.9633984299596,26.9296195329618,26.522490578969,26.757193879359
protein_2299,24.2109453858865,24.2481292174645,23.9764182278377,24.3909634345267,23.3762872744372,24.3431907051047,22.5957141688411,24.5492869044795
protein_2300,25.989964504688,24.2938976973147,27.2490739322978,25.1136774647325,24.8471948197322,29.6272303303025,25.8757490958959,26.1282866574677
protein_2301,27.8794793856016,28.2147912886004,28.3698460738226,27.4405047129801,27.7839659187372,27.7275941275252,27.7923369703618,27.889564698227
protein_2302,27.03524786319,25.0799551661046,26.5398243594163,25.150530904038,26.3510231974984,25.5979718745505,27.1719557190178,27.5438443076051
protein_2304,27.1595800569827,27.5772997840933,27.2469732462873,27.1709204608276,27.2429290337171,27.1931223136941,27.650801132963,26.0428994377394
protein_2309,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,27.0733370901772,22.4461091366548,28.2988969549089,27.8678355274683
protein_2318,30.569929661911,30.0314702829444,30.5004301836328,30.6247419630222,29.9080037120419,30.3896715635762,29.5631695324228,30.3523793573933
protein_2325,26.6071247168654,26.8920117833365,26.8903536456963,27.9596078052572,28.1350484639549,27.9503988864642,26.5579281789693,27.246878017006
protein_2327,32.4132886412982,32.7354482908215,32.7343021018549,32.8292797326366,32.3228703143612,32.3951796904831,32.0594600520265,31.7557108508136
protein_2329,26.0978706586819,24.7600946295417,24.1690528071534,25.2979462026348,23.4997401884046,25.435295543639,24.7521194632704,26.9148086647865
protein_2330,29.3387877864876,29.0981226162727,29.2954247589139,29.2777660478391,21.7430169448263,28.860271296153,28.6898157349515,28.9206200429947
protein_2332,25.2544640877926,24.9909571147873,24.9171824192122,24.8991641851706,24.7984221038323,24.6579020761218,25.3638369713071,25.5283918434474
protein_2335,29.0278554764435,27.8507047269967,28.279877071985,29.0309373509561,28.1127310210303,27.4861293203057,28.8533945182242,29.3044502436976
protein_2336,26.0283149075075,26.3523308017194,24.9171824192122,25.8246087418622,26.1857367228295,25.7920879018819,26.43727549523,26.5174679231654
protein_2338,35.5413147785788,36.3147425846752,36.4205991815603,36.2997419608902,35.8164200896248,35.6848081507296,35.6605588353841,36.1385618334227
protein_2342,27.4072333983881,27.6820402717603,27.8275473103075,27.961567052401,27.0747992318255,27.1932059360701,27.8231065143187,27.6199634665163
protein_2343,26.7844602932843,25.3171545247038,26.0463685479537,26.690052469617,26.46820742155,25.6418406877906,26.1999402990915,26.0458038933805
protein_2344,23.1961952235091,24.5002686227169,24.8405830146903,24.6646561708659,26.2061428828083,26.1748437018335,25.9702812782515,25.4673822642221
protein_2346,26.5989665685588,27.2323563645239,27.3601020259155,26.651356873638,26.6356594934292,25.1197729784139,26.297240646647,26.9306084390225
protein_2347,26.3213721242225,25.3066729179114,26.8643219656117,27.4013723025406,26.6724363200294,27.2651354378173,25.8544660376297,27.1973596885739
protein_2348,26.924083822061,27.4855118034373,27.1645168222229,26.8131128478664,26.2334218761176,26.7233153606909,26.6711451812303,27.415917114189
protein_2350,28.2202828293024,28.9143963552626,27.8354262708996,27.6384600998139,28.2399532685585,28.3590650001393,28.2518209449731,27.7920766685884
protein_2352,26.1883123471857,26.6564078130659,26.4176802459682,26.0497642456573,26.71544065745,25.9771713254011,26.2776266657377,26.4616701642668
protein_2353,25.15041876509,24.5365008367606,25.1558747214984,24.4139554176934,24.6790141245865,24.198197763224,24.7389918849321,24.6739352096679
protein_2354,26.2110759406163,25.1911461715097,25.0623326229463,24.9415450192131,27.1798969787998,24.8254444796684,26.0794698671844,24.0162256144271
protein_2355,29.9564699033602,29.8820047937963,29.9569384070633,30.1911773944588,29.5169989572518,29.5593046396754,30.263241373443,30.4217918793532
protein_2357,25.8326883334138,26.0912126124103,26.2412310478516,25.9057218325117,25.7640560979665,25.8080110013969,26.7992315834402,25.7595635586493
protein_2360,26.8089914843511,25.5504215094175,24.8014134756753,25.4617424665764,25.3162059764104,25.0979620620145,26.226113818959,25.5720363161063
protein_2362,25.7652060745871,25.6020891783882,26.1344401876888,25.5275267599925,25.1699531482073,25.848797986133,25.6374727414852,26.2813072171951
protein_2363,27.0786808757297,26.9681231388845,25.7586500150022,26.5290346979614,25.9543609687936,27.4215707775776,26.9014650495288,27.0789087785845
protein_2365,26.2168086838047,26.3617149171244,25.7494639640955,26.9586635142318,26.8411590039682,26.3305041962441,26.3783869216718,26.9783676151969
protein_2366,26.5868434304528,25.7821913028507,26.674599790676,25.9933957153023,26.0594609580328,26.6651790893855,26.7909925163889,26.0389592603869
protein_2368,24.5339488995035,26.2103663996925,25.9656908810723,25.5786513765667,25.2176424749176,25.1831870054299,25.0241928398718,25.2889215716392
protein_2371,27.8465369610685,27.363115855731,27.6007882120404,26.9104177372227,26.5045218867858,26.4923271463713,27.7753434445304,27.3575297227511
protein_2376,25.8606034975953,25.9923988672639,24.9421244008865,25.3863466683845,23.9988019267125,24.4444014859585,23.3593084502906,23.9313879996606
protein_2378,33.757525628207,35.0710402583123,35.2899968274947,35.2646546065897,34.9635852327489,34.6834135686578,34.3286132729367,35.0359891556452
protein_2381,24.9503321527008,26.8833703075178,24.7320964069647,25.4380884867109,25.7903520876466,24.5710420092592,26.8318186370767,26.0926380230274
protein_2382,30.3338354395726,30.5546129436709,30.5403926012792,30.370655098067,30.6151894939495,30.4512773328844,30.1226873502542,30.0825819953738
protein_2383,27.4643734333157,27.6092148056496,27.3426761765647,27.7242196314801,27.7934694817186,27.8366439654869,27.7421359230374,28.8503199383348
protein_2384,24.5274633614903,24.1251414888527,24.4545134404816,24.8717673217618,24.6407755321671,24.3637235883193,25.3485905540339,24.023067887617
protein_2385,28.6456204032819,28.6602271797104,28.7941205576576,28.6534861938483,28.666500888003,28.0456371694625,28.1039383132446,28.4051160703467
protein_2386,27.429733565503,25.4459367677436,27.6215630685871,26.9543701006869,27.8691799890163,27.4818228667716,27.6365961845762,27.5952824638672
protein_2389,27.9209345714707,27.0167997459798,27.4544380665341,26.4872329441529,27.3686304220102,27.4195708039359,27.143492806177,27.6258129298676
protein_2394,25.1664770082546,24.9362276369163,25.1672182965245,25.172099123068,24.3671514441771,25.1174482660601,25.1764640065678,26.2291774210374
protein_2397,27.1028044000119,24.2733650646847,26.0805659006809,24.1567768964424,26.432481210915,26.25816569038,25.3318346917529,27.4801281776273
protein_2400,26.0509997908347,25.2327025386971,25.7387962411769,24.5493452378126,26.1610787127463,25.4580694025418,24.0503713617183,26.6637646696591
protein_2401,24.8730993203859,25.0783546842841,26.1580053916734,24.7782956752645,23.8529782674544,23.80761179493,23.6429977408903,24.0248398051093
protein_2402,25.4813160232657,26.3337857909736,26.1904138365462,25.8928199897166,25.1601056121365,25.8567596891563,25.8449463079373,26.274620823327
protein_2403,24.2652674393723,24.7257462624576,24.7138246953528,24.6463515695802,24.6313425548188,24.3584238255278,25.1371579092533,25.3903386168747
protein_2406,26.3744441181694,24.9672398197414,25.0165983618575,25.0869625659456,24.8315503496085,24.4729508006149,25.2352094115011,25.3366743601525
protein_2409,27.5608024878473,27.0233424274581,25.5405346267805,26.5077589107442,27.2135598982234,26.487698319961,27.2388485577542,24.8674551699475
protein_2412,23.0752998486848,24.1224428441434,25.9097798895064,25.8198165797844,25.9623339986918,24.6143514676191,25.2419444710471,26.7531912085933
protein_2414,23.5793322085331,23.8353247842714,23.6965682509032,23.9147089302785,21.8623644525009,24.5139662238999,23.1169425555578,24.5695195020921
protein_2415,25.6639295403001,25.3635669156483,25.3739166387252,25.3359505502851,24.9936431446603,24.4083194247688,26.0053028381747,25.9753927492794
protein_2416,25.1256726681024,25.3071988273785,25.2943723881321,25.6225330708191,25.6403016057732,24.7188379996615,27.0249773040939,26.0375995926892
protein_2417,28.1357417708051,28.738425535437,28.6257024623313,28.2968485175454,28.2001799065456,28.3766970065902,27.9896239764235,28.2628258172906
protein_2419,29.2962408293134,29.1343630241108,28.4780809084046,28.5280654902186,28.9789332666816,28.5961832513891,29.3660572175046,29.3894492008547
protein_2420,29.9279611014918,30.0792856152836,30.2892838834574,30.5695498577002,30.0873611445977,29.6406147401974,30.0452572984314,30.6071029558781
protein_2421,28.8390591665403,27.7804376821229,27.687499703349,27.823476033836,28.8178605858221,28.8421739448236,28.396433553729,27.7177543374005
protein_2422,27.642550195258,24.9739170650077,24.7238652407311,24.6208810666985,25.66875452291,23.1898404916618,25.0682718649034,25.9098550156799
protein_2423,25.3384203110691,26.5142842679299,26.6591165216563,25.8855002097327,25.6143150205941,26.7443551560241,25.7127989048819,25.5127562933465
protein_2425,27.7298792151759,26.581751677089,25.5989141172021,27.2212134284009,27.8820428047501,27.1029757577215,27.8621319663153,27.9792246108704
protein_2429,26.4838468211797,27.7298077878655,27.2735466942195,25.3696116442404,27.3841238714473,27.5527532415696,26.6958833211424,26.8887743635944
protein_2430,27.3234870259198,26.7510161850969,26.6256020508769,26.6754131963375,26.8909236886935,27.117941699983,27.3375293398549,26.346325124607
protein_2432,28.3447647735047,28.4555374691932,27.5327737809483,27.4416489248321,28.0810211068744,27.6513674929129,26.6127690462606,28.2139097446551
protein_2437,28.6468756134624,29.7148816868856,30.1944249535417,30.0284472021156,29.6356264703667,29.2207450475045,30.0105066154065,29.7142583887588
protein_2440,26.224330843274,27.1723596349147,27.2658575570551,27.0453097505495,26.5334512259959,26.7848703157628,27.5827261163268,27.4566083298639
protein_2441,26.6712550542851,26.9898656005184,26.2619221986622,25.9803418839233,26.646974806657,26.4991073780486,26.8775960586977,27.2411734028477
protein_2443,23.80868093424,26.2181603175425,24.5960471566315,25.0824864587317,26.7989647941646,25.441926300847,25.5352568553915,25.907984002296
protein_2444,25.730744563513,25.3592528330328,26.6278763295095,26.2808270133291,26.5593071715294,26.6745535153375,26.9239820923078,27.2231514630022
protein_2445,22.7726911797384,25.498968780264,25.9720757820388,25.3527686870032,23.1024205500098,24.4964034664096,26.4196113856248,25.5651120954822
protein_2449,27.1699601726034,25.9849899664471,27.1215151188476,27.2703975941346,26.8568814935908,27.0611608182989,27.2928371224066,27.5898314215403
protein_2450,27.4748499335084,27.3432474545052,27.2436320114524,27.5547006167221,26.44671575211,26.8348227187671,26.1773757365719,27.7141897559935
protein_2451,25.2877737488098,24.1985960021995,25.9699681960523,25.4914981805483,25.6477871423446,24.9154971082268,26.0868767693984,25.1685760458592
protein_2452,27.4928953376209,26.7830459547171,26.3384551137091,26.9974473964485,26.242973820724,27.0286331238722,27.1818085240162,27.3894277105923
protein_2453,26.0720833921295,26.4810419956528,26.232879676554,25.91332993855,25.9454583665989,25.745267965318,26.2024707728882,26.9819065721658
protein_2456,27.9630933508368,28.0120326671862,28.3900850103526,27.9762848771154,28.1113068402228,27.9058857167242,28.2317168006214,28.3109093362348
protein_2462,28.4217460725558,28.3015972720145,28.3064285517203,28.1932014275873,28.2475360414069,28.2126827498991,28.0913152094315,27.9532906710122
protein_2464,29.7160545789185,29.9916365815172,30.0378293804117,29.8982704018239,29.9884289828903,29.6433716587525,30.0158602319207,29.7609197125629
protein_2465,24.7566812310102,24.3633158788116,25.0667770061866,24.4708806519116,25.1065036009495,24.3111857208915,25.6560960919707,24.542932632412
protein_2466,28.1659248474955,28.0545035907745,28.1023287589168,28.9290796500586,28.1672051655172,28.2777292486905,28.500655660204,28.8548096568158
protein_2469,27.5087011708987,27.2026259685762,27.1000419185951,26.4904933642818,25.0258493162716,26.1747928863106,27.0433227422704,26.4712536139991
protein_2470,24.3498487898113,23.5950401183532,23.9016538100452,23.7357817554923,23.377298804744,24.4582666357099,24.2732315517798,25.5655990914288
protein_2474,24.8078524736492,25.0155276402269,26.0869980302734,25.1203965288216,24.1010588601109,24.9897044692499,24.6808217988647,25.2629196602699
protein_2475,24.1735421434677,25.1075093848929,24.1800892021283,23.9235510511342,25.2410997398203,24.4943917099364,24.9616176438628,25.2183202514654
protein_2479,23.6625172476069,22.8221967176043,23.2937658739524,22.020497056739,4.6722463010592,4.64169280790143,4.67720231109215,4.70373310701696
protein_2480,25.9434965059437,25.391048895904,25.8328337221787,25.3593005243426,23.5451156504485,27.4002866130257,26.5268816445577,26.3828279725945
protein_2481,4.69036942081416,4.71041722824843,4.74197348520351,4.70063224572068,24.2597661730415,23.7816706458046,24.2352638741949,24.4966302435434
protein_2482,26.9975228258218,27.7252572208218,26.1715034751298,27.4061757753544,26.7351775547742,26.9075685169203,26.5328688951402,27.3659419625673
protein_2483,26.5356387145072,26.2834263320638,25.1777717951125,25.7169352251121,26.4064527342019,26.1550260100847,25.6956370013465,25.2665186207394
protein_2484,27.5117250782122,26.0334154304755,26.4119082959695,27.5792942298255,27.2197411203649,26.4215707775776,27.8334987945347,27.473006940171
protein_2486,23.6940202054046,24.0966882652568,25.4728623931472,24.6797197069973,25.029915460056,24.9644093044197,23.5725786049422,24.270370047616
protein_2487,26.987116082232,27.343189507382,27.4632114739244,27.3878368663123,25.9024974971301,26.8393180997852,26.2309379414113,25.9739718037558
protein_2488,24.2242532282548,24.1888263111978,23.8727315269516,23.3972048951603,24.4149128641964,23.516000073673,23.0794226675865,24.900982191391
protein_2489,27.2021055157005,26.1015267071056,26.9358752266367,27.3113745268277,26.5469990829567,26.8813397807141,27.0326360634732,27.3409122943503
protein_2490,27.0596620944845,25.1601668668122,28.3287015991217,24.8511232856287,25.2984426007419,24.7621417838824,25.7003712858118,25.0454547944306
protein_2491,26.147556679615,26.7650775880387,26.5343792134826,25.6760850643295,26.1257209143452,26.0925409512749,27.1677441149241,26.635137518506
protein_2492,29.6555836734618,29.5644949889843,29.9387001349378,29.5452478775488,29.9123717957372,29.8738990345629,30.1120556573572,29.8468495523352
protein_2494,23.8743858358445,24.025048650064,24.0211552603321,23.9587361739503,24.1441118245985,24.1472758536774,24.7276323377189,23.8430569846765
protein_2495,25.3737445165841,25.0989550880704,26.2324664326935,25.3141713957741,24.9812636849306,25.9096870720474,26.3276283879636,26.0915816762079
protein_2496,29.1826314571586,28.945981207786,29.3840628715578,29.3582873802941,28.4815560968349,29.3896533199727,29.1999402990915,28.8601851434211
protein_2498,24.9435593657337,24.3092856360193,24.8008207253318,24.3055505165883,24.6701188451707,24.4169380435798,25.0633800764239,25.1302838380001
protein_2499,26.5789741652646,25.086131660549,26.1787758535789,25.722663003074,26.0133986871613,25.9539467136698,26.9475329183273,26.5461749573669
protein_2501,27.704045522523,27.5396143770574,26.9797686335009,27.2853068956627,27.0479535029785,26.9924748878466,27.2013145355665,27.9073838046583
protein_2509,25.5822077760117,26.216484694998,26.1647011156528,26.1220843927552,26.3300836716187,25.9102772687192,26.2049247047115,25.906495053658
protein_2510,26.2617425282693,26.4152902595778,26.4048265195402,26.6274046321712,26.5402410573307,25.7761657432062,27.1415349755585,26.5352610539895
protein_2511,25.372414338197,24.6936540871698,26.8765810633154,25.7194760885869,26.2494276816107,25.040473367477,24.1570939108918,25.6478989379035
protein_2512,24.854632359152,26.5019047585065,26.2912950647164,24.7687127003873,24.9397565558848,25.8160048782232,25.2585412846548,25.6928103685832
protein_2514,25.0274403806584,24.3290827911401,24.7242184996981,23.945304793416,23.6344834627658,23.7458153738015,23.5192000862753,23.6400013208104
protein_2515,24.3493744063265,25.2665979898195,25.3813099949693,25.7722228284607,26.0551218443541,23.6903041639246,26.0307170450884,27.1389405675703
protein_2516,25.1417880242515,24.9594734441141,24.9750737822548,26.2810827175867,26.0569379706939,25.4997295616822,25.0287302877112,26.1258533643202
protein_2517,26.9006392106407,26.3468789890009,26.2389573652435,26.3179374556377,26.9471411080691,27.0280706696581,27.6373444981261,27.0907994813055
protein_2520,26.0414283287537,25.1212943897879,25.0571797812759,25.1752541980936,25.5704335878321,24.6663602531538,24.1046264909976,24.8367663361779
protein_2521,26.2955022482183,24.1965447159165,24.9248192075269,25.3486933997049,26.2114345107552,25.8771610359151,26.7549001543248,25.1808261886777
protein_2524,28.1471814619026,28.1488567336041,28.0672699824568,28.2306317923822,28.1836964036015,28.0877629783219,28.3454341784846,28.8163859894203
protein_2527,28.4052378509546,28.2842716730068,26.9549950604643,28.1925219163264,28.1898716968193,28.193498576222,28.1637799011492,28.5054536559724
protein_2528,28.4177922429391,26.8719680744117,28.2516354053353,28.3399950015458,28.7003955981268,28.4903889310699,28.4680372309748,28.4343661512888
protein_2532,27.6383816742315,28.3900114597954,28.4746473547617,28.1165981121869,28.1075497578393,27.5030928193008,28.2800930459316,28.5851104830294
protein_2533,25.1383596626083,26.1852748613905,25.9945918207806,26.5934586061941,25.0922688164401,25.8863549001043,26.1623174329696,26.5683657589164
protein_2534,25.0703285509378,24.5405496573255,24.2738115492116,26.2999719312517,26.1319522194502,24.058298982382,25.397115398462,26.0561078148515
protein_2536,26.0384444095119,25.8519881820328,26.4235062069822,25.9085231537414,26.0416468685402,26.3545109640417,26.9109562067198,25.7276885636852
protein_2538,27.9586681406014,27.5348020120305,26.9242750612371,28.1232258270441,27.4166204779951,28.6338225372861,27.6685851263458,26.2662003248049
protein_2539,24.0011965965707,23.7992987102828,23.9099008282733,23.1442781974242,23.6492795991666,23.3671669178981,23.6172192996992,23.5883415347461
protein_2540,25.0016193112631,24.714859293308,24.9765086845901,25.1593082074769,24.4325983465009,25.2767510326562,24.8505808683911,25.1184665310723
protein_2541,27.0127314208053,26.5657992184305,26.8534162422669,26.6668104439339,26.9691125803531,26.1987309838504,26.8243275056048,27.6719859841426
protein_2542,25.5591931892508,24.8778204754235,24.9345789075311,24.7299356478123,25.2450879138893,24.4376974221203,24.3495824379099,24.9964052297006
protein_2546,28.3492201981022,28.1908402923732,28.8944849142982,28.616521717889,27.875681655993,28.2710500015661,28.4861308703442,28.523660986488
protein_2547,28.1650153417366,26.2704121835178,25.9150478092436,27.5596913176892,28.2996113730077,27.7352525877229,27.9106909485373,26.465263266278
protein_2551,28.8462638089295,28.7606696310508,28.7599923975597,28.7440430719916,28.9587495187827,28.1107880445856,28.9761451688539,28.9424043373255
protein_2555,25.7036837018357,26.247002666431,25.5024730413193,25.9552152391568,26.3966026151063,26.6591376440373,26.6136384670272,23.8592357916803
protein_2556,25.8210510908802,25.671394215435,24.9108869123355,24.6438387352422,24.8452770706298,25.1054483043714,25.9238243737956,25.8631037420668
protein_2559,28.5908874452112,27.9614944622221,27.1043958297853,26.3942766625856,25.5258312900507,26.2018098084218,25.1462293131042,24.7687708104902
protein_2561,27.224460192361,27.5162901186512,27.31064013339,27.4057494470295,27.7158780365774,27.7791993810969,26.5732044448359,27.9313171479155
protein_2563,25.0744102969522,23.5993357947262,25.0168564739339,24.8433364561968,24.5181422339383,25.0394085438647,24.4842603827011,24.8628158795149
protein_2566,24.4427892129723,24.0371814643938,24.3510368953565,23.9594335211197,26.2594576081722,25.7857578550347,26.55261104557,26.4591168948601
protein_2567,30.3348092971546,30.4680305796009,30.2693645169885,30.2691530520644,30.3646113823234,30.4667520047362,30.31844244353,30.0859011314278
protein_2568,25.8571372416135,25.9873190562899,25.8557295584441,26.3131942448974,24.3881321033991,25.1575310172666,23.545316255585,25.1402897787365
protein_2569,28.3553757062815,28.6982712960792,28.7051399181548,28.5103786014714,28.641920199364,28.613064423589,28.1245946681429,28.2235854795304
protein_2570,27.6650736284178,27.6286010127988,27.8693342290466,27.5099819842756,28.3685112057939,27.9174218499915,27.8006188431336,27.3662040563169
protein_2571,27.5483012990331,27.0194312593415,26.5429469235651,26.9892188057106,26.721178514908,26.5183247821126,26.4670453884268,26.8169613413884
protein_2574,30.5944698531026,30.2400443697655,30.2336308089366,30.2563970186222,30.1978334245306,30.706042950646,30.0134947360466,29.5429364966581
protein_2576,28.9113650176359,28.6989507176408,27.628861851143,28.7885023434282,29.1532477867434,29.0363214086269,29.2142332584999,27.7693338839736
protein_2577,26.3896347942499,25.8944063313228,26.024398403916,25.5633657081275,25.3596217700976,25.0920925667785,26.0916272615694,25.8877523663562
protein_2578,26.937322922128,26.0604902155859,26.4361953041162,26.8692956832595,25.1954831198442,25.7331031112004,26.8515761737365,27.6681646481071
protein_2580,29.2661944445981,29.079068161814,28.1247631785354,28.2560423011576,28.593983056377,28.6453594952425,27.7226241970526,25.6320602324145
protein_2582,26.125007665671,25.2400793810174,25.4877436840065,25.1241849710059,26.6243878630912,25.1944262711079,25.771102566638,25.8459239886978
protein_2583,28.034768507381,27.7289209987229,28.0006955197786,27.5788215714846,27.7567750976774,26.5835748933452,28.1048274697485,28.2744160438689
protein_2585,27.2585879920038,26.910393070458,27.0528550483085,27.2058680553647,27.5532361829312,26.2712005261594,27.6654441656199,27.3361927989112
protein_2586,28.3820884389373,27.5934673482662,27.8680615746766,28.619650011933,28.5397470441041,28.33959138875,28.1416479995737,28.0268085094057
protein_2587,27.321130223645,24.8141082983618,27.4907787885837,26.4586013292952,26.8445915419684,26.5188586687098,27.851253696278,27.1108540055169
protein_2588,26.8819825334242,25.5021383407939,25.7499155226134,25.7416042690745,24.8909236886935,26.3075750853149,27.6031159578253,27.1482164146035
protein_2590,26.6048411070193,27.1269097350372,25.2689681324619,27.0974545543792,26.8772466437935,26.7795335832622,25.5501381321952,26.2502331893892
protein_2591,26.7736284713024,27.2965785218454,27.0737124621972,27.2915508368196,25.8493378541151,25.7222031176272,26.392639648034,25.5889633289289
protein_2592,27.7395506455982,27.6902640326826,28.1156167547381,27.7421447055075,28.155552706458,27.3414412158277,27.3494519658284,27.5319785053975
protein_2595,28.4118979002573,28.6805504169564,28.2006452354118,28.4541757230598,27.8305813391337,27.1575653022519,27.6533929122527,28.121036555098
protein_2596,25.0495695735914,25.397704359622,24.8139228116631,25.3160783415031,24.5372005024685,24.2539066907731,24.3911953438671,24.8022629105414
protein_2597,27.9354672639879,27.5765605722714,27.7147375046467,27.5034220093011,28.35990164498,27.7877528242959,28.0181808168872,27.4066883049106
protein_2598,26.8877927654984,26.6948580273309,25.509092421612,25.7263209799244,27.4810415705125,26.1184525786944,27.0124238457966,25.9679516618603
protein_2603,28.2296891082272,27.8101937596216,28.4408062009463,27.9416332511461,28.3681932477131,28.3644589542323,28.2616995975068,28.496622262954
protein_2605,24.1452902442469,24.9605315263331,25.8435214708304,26.521302100942,25.6052509944934,25.1546825194422,26.6556107375025,26.1064888761501
protein_2606,25.3743741732754,24.1349432128703,24.0655931753973,23.5865499193852,24.0512252589317,24.9460287165661,23.5053068419805,24.0475917008565
protein_2607,27.3006643930782,27.695153180031,26.6301803945717,26.7261843998769,27.3123107238422,26.8082075672452,28.306377313107,27.8228295935221
protein_2608,27.2074159349255,27.5032538233628,27.8145395676571,27.444764898054,28.2240961970525,28.1510795312865,28.2271083401749,28.1945581949472
protein_2609,24.0466756176016,24.7836525723293,24.8506983587823,24.7244760574145,4.6722463010592,4.64169280790143,4.67720231109215,4.70373310701696
protein_2610,27.7967345337684,26.9877542306918,28.012006800423,27.9851581844422,27.1085018432965,27.622037289117,28.2009891767887,27.5899062326601
protein_2611,26.5745160830741,26.3586796526356,26.7562061148017,26.2903042086044,25.0161815587727,25.2790850318323,25.2099925567023,27.076347970207
protein_2613,28.1129709320562,28.2890927135529,27.3586327120152,27.7990107132141,27.8067288273108,27.9857319595765,28.0910811260257,28.100599076286
protein_2615,31.1836796191124,31.2930167308281,31.5162684254393,31.2994327067861,31.438260760961,31.3301734323754,31.1648646587123,31.5774624500153
protein_2616,27.3853026336441,27.1684976363264,26.3768626215096,27.1029876806682,26.0430617933072,26.7264389548788,27.9081685603564,27.009350735672
protein_2617,25.7589690674235,26.0289912509396,25.9383565871991,26.0788560181953,26.1741972023576,25.7893910682614,25.4548472328706,26.1238293694567
protein_2621,25.5743537111275,25.3823337172549,26.3774590475964,25.1583468324031,25.7142152899934,23.4057814990463,25.5424884246225,26.0478531454869
protein_2623,23.5217487118105,24.8147771029358,25.1097181067735,25.0994067450153,27.2614278596996,25.2920423773966,26.1721622883603,26.5276890610802
protein_2624,25.8255603705836,23.8775644287389,24.782161640621,23.9610593548724,24.1650560860927,25.3004197517684,24.3110814913874,23.4493202724562
protein_2625,26.9192175287749,27.4110344567592,27.3889417507066,27.7809609658152,27.3337196169012,26.4868799243406,27.1693711035577,27.9367390474246
protein_2630,27.5539736963215,26.3949116854227,26.1857847646891,25.6400739846677,26.9969374404622,26.9526234753484,27.5233004643334,27.7392961204463
protein_2631,24.5574280729629,24.8559965424265,24.7990410116628,25.0533342966939,25.1414350717061,24.6288665248324,24.4007968384736,24.4103360819257
protein_2636,27.6973976820961,27.6230033942751,27.6975812027676,27.7999843559309,26.6261174741741,27.3816220141876,27.773351006431,28.1238810372888
protein_2637,26.3881344512859,27.0781283860057,26.9092025420535,26.6885286161058,26.3827866223292,26.3942907095955,27.5170409709684,27.085821561532
protein_2639,26.466890366934,26.5295916565168,26.3011362479199,26.527370000691,26.3143917011031,26.5601640285881,26.0625525510072,26.4424758690049
protein_2640,25.9095158721884,26.9378402303435,26.6867459567356,26.9450994338377,27.7542831333447,25.9367890645708,26.8807593693734,27.3762152553186
protein_2641,25.438290600194,24.5946117936189,24.7487880128341,24.3337559962879,25.4849767030331,25.5018066284303,25.446820077387,25.7741219214454
protein_2642,26.3579131176871,26.4251735149776,25.7888545064328,24.7829649145723,26.1773040128495,25.4775172526453,25.9522660328502,27.1653867486807
protein_2643,26.8430872468493,27.0935741686026,26.728734785931,26.6577085746233,27.417849938557,26.9179279344816,27.2062221572464,27.8267073811128
protein_2646,29.1353978625696,29.1288270944868,29.5557126191339,29.575603381501,29.1525555921386,29.3645332127788,29.305738617791,29.528489425039
protein_2648,26.1103835138734,26.4712389403213,26.1748926650385,25.8283356092358,25.8485858748154,26.1505025617672,26.2387076764454,26.2890151163411
